chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
0,0,55909,0,0,-3,3,0,2,0.0,0.0,0,Chris,0.0,223,False,Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul,2019-08-30T19:00:16.913287Z,52,55909.jpg,0.0,Smalling,0.1,False,,n,12,1,0,1890,2,16637,4,0.0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,18892,0,0,-1,1,0,2,0.0,0.0,0,Ashley,0.0,224,False,Joined Inter Milan on a permanent deal on 17/1,2020-01-18T00:00:18.215118Z,54,18892.jpg,2.0,Young,0.3,False,,u,12,1,24,21240,4,40833,26,0.0,4.4,Young,953,0,0,2,10,0,0,0,5,0,0,0,158,155.6,316.6,18.0,49.1
100,100,184667,0,0,-2,2,0,2,2.0,1.5,1,Victor,2.0,225,False,,2020-02-17T22:00:17.332382Z,53,184667.jpg,2.7,Lindelöf,1.1,False,,a,12,1,71,92223,252,122011,107,0.4,13.4,Lindelöf,2295,1,0,6,27,1,0,0,5,0,0,4,409,413.0,61.3,73.0,54.7
100,100,106760,0,0,-1,1,0,2,4.0,3.5,1,Luke,4.0,226,False,,2020-01-05T02:00:15.777574Z,54,106760.jpg,2.3,Shaw,0.7,False,,a,12,1,41,53697,919,140869,117,0.7,7.6,Shaw,1188,0,0,4,11,0,0,0,5,0,0,2,244,251.4,220.8,122.0,59.2
0,0,58893,0,0,-2,2,0,2,0.0,0.0,0,Marcos,0.0,227,False,Joined Estudiantes on loan until the end of the season on 30/1. - Expected back 01 Jul,2019-11-22T11:30:18.673309Z,48,58893.jpg,1.0,Rojo,0.1,False,,n,12,1,3,4811,1,11974,4,0.0,0.6,Rojo,121,0,0,0,2,0,0,0,1,0,0,0,9,20.2,1.9,6.0,2.8
100,100,197365,0,0,-1,1,0,2,1.5,1.0,0,Eric,1.5,228,False,,2019-07-26T12:00:09.210610Z,49,197365.jpg,6.0,Bailly,0.1,False,,a,12,1,6,8699,131,6277,87,0.3,1.2,Bailly,90,0,0,1,0,0,0,0,0,0,0,0,26,25.0,0.7,0.0,2.6
100,100,216051,0,0,-1,1,0,2,0.2,-0.3,0,José Diogo,0.2,229,False,,2019-10-06T18:00:16.956732Z,49,216051.jpg,1.0,Dalot Teixeira,0.1,False,,a,12,1,4,1731,14,11029,11,0.0,0.8,Dalot,65,0,0,0,1,0,0,0,0,0,0,0,10,10.4,4.3,6.0,1.9
0,0,40002,0,0,-1,1,0,2,0.0,0.0,0,Matteo,0.0,230,False,Joined Parma on a permanent deal on 2/9,2019-09-02T10:00:09.526159Z,49,40002.jpg,0.0,Darmian,0.0,False,,u,12,1,0,602,0,4922,3,0.0,0.0,Darmian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,76359,0,0,-2,2,0,2,0.0,-0.5,0,Phil,0.0,231,False,,2019-09-25T22:00:12.876760Z,48,76359.jpg,1.0,Jones,0.2,False,,a,12,1,2,5016,9,13601,11,0.0,0.4,Jones,135,0,0,0,3,0,0,0,0,0,0,0,22,21.4,3.0,23.0,4.7
0,0,66749,0,0,0,0,0,4,0.0,0.0,0,Romelu,0.0,232,False,Joined Inter Milan on a permanent deal on 8/8,2019-08-08T16:00:18.534831Z,85,66749.jpg,0.0,Lukaku,0.3,False,,u,12,1,0,2323,14,31610,13,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,176297,0,0,4,-4,4,4,0.0,0.0,0,Marcus,0.0,233,False,Back injury - Expected back 17 May,2020-01-11T22:00:19.929400Z,89,176297.jpg,6.1,Rashford,9.5,False,,i,12,1,134,2965750,66,3706004,2051,0.0,15.1,Rashford,1876,14,5,4,23,0,0,2,2,0,0,26,494,677.0,379.4,965.0,202.3
100,100,220688,0,0,-2,2,0,4,2.5,2.0,0,Mason,2.5,234,False,,2020-02-19T20:00:22.835690Z,43,220688.jpg,2.4,Greenwood,11.6,False,,a,12,1,53,1537228,3565,1812903,2560,0.6,12.3,Greenwood,644,5,0,1,9,0,0,0,0,0,0,7,211,231.8,119.1,281.0,62.8
100,100,51940,0,0,-1,1,1,1,4.0,3.5,1,David,4.0,235,False,,2019-10-15T20:30:15.609048Z,54,51940.jpg,3.3,de Gea,11.3,False,,a,12,1,95,900053,1402,1140817,764,0.7,17.6,de Gea,2565,0,0,7,30,0,0,0,2,0,72,5,443,516.4,0.0,0.0,51.5
,,42899,0,0,-3,3,0,1,0.0,-0.5,0,Sergio,0.0,236,False,,,47,42899.jpg,0.0,Romero,0.2,False,,a,12,1,0,5074,9,12188,13,0.0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,6744,0,0,-2,2,0,1,0.0,0.0,0,Lee,0.0,237,False,Unknown - Expected back 09 May,2020-02-26T12:00:21.858182Z,48,6744.jpg,0.0,Grant,0.1,False,,i,12,1,0,769,1,4929,13,0.0,0.0,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,74208,0,0,-2,2,0,3,0.0,0.0,0,Paul,0.0,238,False,Ankle injury - Expected back 04 Apr,2020-01-01T22:00:21.579969Z,83,74208.jpg,2.4,Pogba,2.8,False,,i,12,1,17,378683,27,751984,143,0.0,2.0,Pogba,521,0,2,1,5,0,0,1,0,0,0,0,80,130.2,215.6,118.0,46.5
100,100,148225,0,0,4,-4,2,3,6.0,5.5,6,Anthony,6.0,239,False,,2020-02-27T19:30:20.777568Z,79,148225.jpg,5.2,Martial,12.0,False,,a,12,1,120,2982150,6116,2614785,3974,0.8,15.2,Martial,1843,11,3,8,21,0,0,1,1,0,0,7,321,510.0,301.1,845.0,165.9
0,0,37265,0,0,-2,2,0,3,0.0,0.0,0,Alexis,0.0,240,False,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-09T10:00:14.686303Z,68,37265.jpg,0.0,Sánchez,0.4,False,,n,12,1,0,1624,5,44323,8,0.0,0.0,Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,109322,0,0,-2,2,0,3,0.0,-0.5,0,Jesse,0.0,241,False,,2020-01-10T16:00:14.508399Z,63,109322.jpg,1.2,Lingard,0.7,False,,a,12,1,25,61023,57,125264,71,0.0,4.0,Lingard,882,0,0,1,14,0,0,0,3,0,0,0,73,71.4,261.8,260.0,59.1
,,43670,0,0,-3,3,1,3,0.2,-0.3,0,Juan,0.2,242,False,,,62,43670.jpg,2.1,Mata,0.4,False,,a,12,1,36,25078,46,42556,64,0.0,5.8,Mata,727,0,2,4,8,0,0,0,1,0,0,2,137,107.8,290.9,126.0,52.5
75,75,200617,0,0,-2,2,0,3,1.4,1.0,1,Daniel,1.8,243,False,Knock - 75% chance of playing,2020-03-04T10:30:26.710993Z,58,200617.jpg,3.2,James,5.7,False,,d,12,1,87,1811878,117,1699806,3196,0.3,15.0,James,2121,3,6,6,27,0,0,0,3,0,0,2,292,392.4,400.3,534.0,132.5
,,101582,0,0,-2,2,0,3,1.5,1.0,0,Frederico,1.5,244,False,,,53,101582.jpg,1.8,Rodrigues de Paula Santos,0.4,False,,a,12,1,44,34952,389,28214,154,0.3,8.3,Fred,1981,0,0,5,24,0,0,0,7,0,0,0,315,384.0,516.7,222.0,112.4
100,100,209041,0,0,-2,2,0,3,0.0,-0.5,0,Angel,0.0,245,False,,2019-11-06T16:30:15.083893Z,48,209041.jpg,1.0,Gomes,0.1,False,,a,12,1,2,5771,9,11174,9,0.0,0.4,Gomes,19,0,0,0,1,0,0,0,0,0,0,0,7,4.2,24.8,2.0,3.1
,,156689,-1,1,-2,2,0,3,0.2,-0.3,0,Andreas,0.2,246,False,,,48,156689.jpg,2.5,Pereira,0.4,False,,a,12,1,58,126385,59,130549,101,0.0,12.1,Pereira,1442,1,3,6,16,0,0,0,3,0,0,1,190,239.2,418.7,343.0,100.3
100,100,62398,0,0,-2,2,0,3,3.5,3.0,1,Nemanja,3.5,247,False,,2020-01-29T23:00:26.987873Z,48,62398.jpg,2.6,Matic,0.4,False,,a,12,1,31,19205,265,44074,74,0.7,6.5,Matic,913,0,1,5,8,0,0,0,1,0,0,2,157,189.8,143.2,45.0,37.7
100,100,195851,0,0,-1,1,0,3,0.8,0.3,0,Scott,0.8,248,False,,2019-12-26T20:30:10.514072Z,49,195851.jpg,3.1,McTominay,1.1,False,,a,12,1,58,404219,471,407516,160,0.2,11.8,McTominay,1533,2,2,2,18,0,0,0,2,0,0,6,247,342.4,214.7,288.0,84.5
,,222677,0,0,-2,2,0,3,0.2,-0.3,0,Tahith,0.2,249,False,,,43,222677.jpg,1.0,Chong,0.6,False,,a,12,1,3,97102,42,85707,134,0.0,0.7,Chong,34,0,0,0,0,0,0,0,0,0,0,0,6,1.4,1.1,6.0,0.7
,,232928,0,0,-2,2,0,3,0.0,-0.5,0,James,0.0,250,False,,,43,232928.jpg,1.0,Garner,0.2,False,,a,12,1,1,28495,15,27409,48,0.0,0.2,Garner,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0.0,0.5
100,100,180804,0,0,-1,1,0,2,0.0,-0.5,0,Axel,0.0,481,False,,2020-01-03T14:30:19.879114Z,44,180804.jpg,1.4,Tuanzebe,0.1,False,,a,12,1,7,7859,6,13131,2,0.0,1.6,Tuanzebe,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0.0,2.4
,,232937,0,0,1,-1,1,2,1.8,1.3,1,Brandon,1.8,549,False,,,41,232937.jpg,2.8,Williams,5.3,False,,a,12,1,34,611531,824,244836,2590,0.4,8.3,Williams,726,1,1,3,9,0,0,0,5,0,0,1,150,132.4,126.3,74.0,33.3
,,141746,0,0,4,-4,2,3,8.5,8.0,4,Bruno Miguel,8.5,618,False,,,84,141746.jpg,7.2,Borges Fernandes,14.2,False,,a,12,1,36,1120740,25616,64058,834,1.0,4.3,Fernandes,405,2,3,3,1,0,0,0,1,0,0,6,109,167.0,132.4,122.0,42.1
,,58498,0,0,0,0,0,4,0.8,0.3,0,Odion,0.8,624,False,,,65,58498.jpg,1.0,Ighalo,0.7,False,,a,12,1,3,81479,3053,30611,404,0.1,0.5,Ighalo,29,0,0,0,0,0,0,0,0,0,0,0,3,14.0,11.5,88.0,11.3
100,100,56983,0,0,-2,2,0,2,2.2,2.7,3,Matt,2.2,251,False,,2019-08-28T21:30:17.608501Z,53,56983.jpg,3.0,Ritchie,0.2,False,,a,13,4,30,19274,75,42525,60,0.4,5.7,Ritchie,712,0,0,5,8,0,0,1,3,0,0,0,137,118.2,260.2,129.0,50.7
100,100,119471,0,0,0,0,0,2,0.5,1.0,0,Fabian,0.5,252,False,,2019-12-28T20:30:23.359029Z,50,119471.jpg,2.9,Schär,1.2,False,,a,13,4,53,151758,46,201669,213,0.1,10.6,Schär,1394,2,1,4,28,0,0,0,4,0,0,2,258,392.4,44.2,163.0,60.0
100,100,151119,0,0,-1,1,0,2,0.0,0.5,0,DeAndre,0.0,253,False,,2020-01-10T11:00:14.429012Z,44,151119.jpg,1.9,Yedlin,0.1,False,,a,13,4,23,12655,4,12709,23,0.0,5.2,Yedlin,772,1,0,1,11,0,0,0,3,0,0,0,96,130.4,95.1,41.0,26.8
,,57145,0,0,0,0,4,2,4.5,5.0,7,Federico,4.5,254,False,,,45,57145.jpg,3.7,Fernández,2.9,False,,a,13,4,85,273097,2372,81353,462,1.0,18.9,Fernández,1807,2,2,6,25,0,0,0,4,0,0,13,375,549.6,63.2,173.0,78.5
0,0,106618,0,0,-1,1,0,2,0.0,0.0,0,Paul,0.0,255,False,Tendon Injury - Unknown return date,2020-01-11T17:00:17.061584Z,44,106618.jpg,2.8,Dummett,0.2,False,,i,13,4,44,24380,1,32537,29,0.0,10.0,Dummett,1227,0,0,5,20,1,0,0,2,0,0,4,230,265.2,63.1,50.0,37.7
100,100,109528,0,0,-2,2,1,2,2.5,3.0,5,Javier,2.5,256,False,,2020-01-02T01:00:17.276147Z,43,109528.jpg,3.2,Manquillo,0.1,False,,a,13,4,42,24072,22,28080,7,0.6,9.8,Manquillo,961,0,1,5,12,0,0,0,4,0,0,4,175,150.2,64.8,34.0,25.0
100,100,77359,0,0,-1,1,1,2,0.0,0.5,0,Florian,0.0,257,False,,2020-01-24T13:30:15.735988Z,44,77359.jpg,4.0,Lejeune,0.1,False,,a,13,4,24,8319,9,4943,80,0.0,5.5,Lejeune,440,2,0,1,10,0,0,0,0,0,0,1,88,132.0,12.6,81.0,22.5
100,100,101148,0,0,-2,2,1,2,3.2,3.7,6,Jamaal,3.2,258,False,,2019-11-09T17:30:13.080996Z,43,101148.jpg,3.4,Lascelles,4.4,False,,a,13,4,64,355952,969,517514,399,0.7,14.9,Lascelles,1630,1,0,7,25,0,0,0,2,0,0,3,301,314.0,16.3,113.0,44.4
0,0,58845,0,0,-2,2,1,2,0.0,0.0,0,Ciaran,0.2,259,False,Ankle injury - Unknown return date,2020-02-16T18:30:15.746030Z,43,58845.jpg,3.5,Clark,0.2,False,,i,13,4,49,66449,1,67308,127,0.0,11.4,Clark,1186,2,0,4,14,0,0,0,3,0,0,2,216,331.4,14.9,128.0,47.6
100,100,196118,0,0,-4,4,0,4,0.0,0.5,0,Yoshinori,0.0,260,False,,2020-01-05T01:00:12.204380Z,51,196118.jpg,1.1,Muto,0.1,False,,a,13,4,8,6418,7,13304,7,0.0,1.6,Muto,201,0,0,0,6,0,0,0,0,0,0,0,22,12.6,15.1,12.0,3.7
0,0,61316,0,0,0,0,0,4,0.0,0.0,0,Jose Luis,0.0,261,False,Joined Alaves on a permanent deal on 15/7,2019-07-16T00:30:14.636406Z,50,61316.jpg,0.0,Mato Sanmartín,0.0,False,,u,13,4,0,1235,1,4017,1,0.0,0.0,Joselu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,67089,0,0,0,0,1,1,4.8,5.3,8,Martin,4.8,262,False,,,50,67089.jpg,4.1,Dubravka,1.9,False,,a,13,4,118,160384,846,111205,320,1.0,23.6,Dubravka,2610,0,0,9,41,0,0,0,0,0,116,7,578,844.0,0.0,0.0,84.5
100,100,59735,0,0,-2,2,0,1,0.0,0.5,0,Karl,0.0,263,False,,2019-12-21T00:30:21.220532Z,43,59735.jpg,0.0,Darlow,0.1,False,,a,13,4,0,2106,6,6517,13,0.0,0.0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,155503,0,0,0,0,0,1,0.0,0.0,0,Frederick,0.0,264,False,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-01T10:00:13.686109Z,40,155503.jpg,0.0,Woodman,0.7,False,,n,13,4,0,24910,13,44539,72,0.0,0.0,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,179018,0,0,-2,2,1,3,2.2,2.7,3,Miguel,2.2,266,False,,2020-01-05T01:00:12.220809Z,58,179018.jpg,2.8,Almirón,0.8,False,,a,13,4,79,94648,369,99684,364,0.4,13.6,Almirón,2370,2,1,10,37,0,0,0,5,0,0,5,236,323.6,288.6,550.0,116.0
100,100,104953,0,0,-2,2,0,3,0.0,0.5,0,Christian,0.0,267,False,,2020-02-21T11:00:13.472456Z,53,104953.jpg,2.0,Atsu,0.1,False,,a,13,4,36,23366,6,28355,10,0.0,6.8,Atsu,732,0,3,3,14,0,0,0,2,0,0,0,102,121.0,186.7,55.0,36.3
0,0,76542,0,0,-3,3,0,3,0.0,0.0,0,Sung-yueng,0.0,268,False,Contract terminated by mutual consent on 31/1,2020-01-10T11:00:14.512940Z,47,76542.jpg,1.3,Ki,0.0,False,,u,13,4,4,1314,0,5064,3,0.0,0.9,Ki Sung-yueng,135,0,0,0,6,0,0,0,0,0,0,0,18,17.8,39.8,0.0,5.8
100,100,50232,0,0,-1,1,0,3,1.2,1.7,3,Jonjo,1.2,269,False,,2020-01-31T01:00:23.633399Z,49,50232.jpg,4.1,Shelvey,0.6,False,,a,13,4,69,226898,139,222735,115,0.2,14.1,Shelvey,1339,5,0,6,18,0,0,0,2,0,0,9,290,398.6,409.1,215.0,102.5
100,100,180135,0,0,0,0,0,3,1.0,1.5,1,Sean,1.0,270,False,,2019-10-27T16:30:09.941612Z,50,180135.jpg,1.8,Longstaff,0.3,False,,a,13,4,37,21650,23,53096,41,0.2,7.4,Longstaff,1297,0,2,2,24,0,0,0,2,1,0,0,158,198.0,215.8,136.0,55.0
100,100,153127,0,0,-2,2,0,3,1.8,2.3,3,Isaac,1.8,271,False,,2019-09-29T18:00:18.547838Z,43,153127.jpg,2.5,Hayden,4.9,False,,a,13,4,61,517155,1293,626019,1111,0.4,14.2,Hayden,1965,1,3,7,32,0,0,0,4,1,0,2,266,324.4,198.1,183.0,70.5
100,100,38290,0,0,-2,2,0,2,3.2,3.7,6,Danny,3.2,332,False,,2020-01-18T17:00:23.009627Z,53,38290.jpg,1.8,Rose,1.3,False,,a,13,4,31,116186,209,219673,71,0.6,5.8,Rose,1242,0,0,3,19,0,0,0,6,0,0,0,201,208.8,202.5,42.0,45.5
100,100,180974,0,0,-5,5,0,4,1.2,1.7,0,Joelinton Cássio,1.2,466,False,,2020-02-21T11:00:13.811149Z,55,180974.jpg,2.1,Apolinário de Lira,0.9,False,,a,13,4,61,148443,122,249796,280,0.2,11.1,Joelinton,2221,1,2,6,36,0,0,0,6,0,0,3,179,254.0,350.7,480.0,108.6
0,0,58771,0,0,-2,2,0,3,0.0,0.0,0,Jack,0.0,482,False,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,2019-09-18T22:00:13.777925Z,43,58771.jpg,0.0,Colback,0.1,False,,n,13,4,0,24257,9,24355,17,0.0,0.0,Colback,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,114243,0,0,-2,2,0,3,0.0,0.0,0,Jacob,0.0,483,False,Joined Sheffield Wednesday on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T16:30:11.441250Z,48,114243.jpg,0.0,Murphy,0.0,False,,n,13,4,0,255,1,1376,0,0.0,0.0,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,92159,0,0,-1,1,1,2,0.0,0.0,0,Jetro,0.0,498,False,Knee injury - Unknown return date,2020-01-18T19:30:18.512868Z,44,92159.jpg,3.4,Willems,0.8,False,,i,13,4,64,363592,2,342377,284,0.0,14.5,Willems,1492,2,2,3,24,0,0,0,0,0,0,6,283,345.4,196.0,198.0,74.1
0,0,155513,0,0,-2,2,0,3,0.0,0.0,0,Rolando,0.0,499,False,Joined Motherwell on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T23:00:20.689971Z,48,155513.jpg,0.0,Aarons,0.0,False,,n,13,4,0,1550,1,4457,1,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,170137,0,0,-1,1,1,3,3.8,4.3,10,Allan,3.8,500,False,,2020-03-02T12:30:27.014893Z,54,170137.jpg,3.1,Saint-Maximin,0.5,False,,a,13,4,55,83632,2576,87120,165,0.7,10.2,Saint-Maximin,1265,2,2,5,13,0,0,0,0,0,0,2,197,269.4,292.3,393.0,95.4
75,75,111773,0,0,-2,2,0,2,0.0,0.4,0,Emil,0.0,519,False,Ankle injury - 75% chance of playing,2020-01-24T13:30:16.270611Z,43,111773.jpg,1.9,Krafth,0.1,False,,d,13,4,21,4662,1,7181,3,0.0,4.9,Krafth,561,0,0,2,12,0,0,0,0,0,0,0,107,77.2,12.1,32.0,12.2
0,0,40142,0,0,-1,1,0,4,0.0,0.0,0,Andy,0.0,520,False,Hip injury - Unknown return date,2020-01-17T12:30:18.951493Z,54,40142.jpg,1.9,Carroll,0.1,False,,i,13,4,25,13658,1,21141,19,0.0,4.6,Carroll,507,0,3,2,7,0,0,0,1,0,0,0,75,113.6,120.0,162.0,39.9
,,223175,0,0,0,0,1,3,0.0,0.5,0,Matthew,0.0,540,False,,,45,223175.jpg,3.6,Longstaff,0.2,False,,a,13,4,25,47778,12,38592,60,0.0,5.6,Matthew Longstaff,544,2,0,1,9,0,0,0,1,0,0,2,98,101.8,51.1,29.0,18.2
100,100,104547,0,0,0,0,0,4,1.0,1.5,2,Dwight,1.0,554,False,,2020-01-11T17:00:17.861465Z,50,104547.jpg,1.3,Gayle,0.0,False,,a,13,4,16,5947,52,5219,15,0.2,3.2,Gayle,377,0,1,2,6,0,0,0,1,0,0,0,32,44.2,44.6,153.0,24.0
,,19838,0,0,0,0,0,1,0.0,0.5,0,Robert,0.0,573,False,,,40,19838.jpg,0.0,Elliot,0.1,False,,a,13,4,0,7906,12,2922,22,0.0,0.0,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,232957,0,0,0,0,0,3,0.0,0.5,0,Thomas,0.0,598,False,,,45,232957.jpg,0.0,Allan,0.0,False,,a,13,4,0,987,24,445,21,0.0,0.0,Allan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,232977,0,0,-1,1,0,2,0.0,0.0,0,Kelland,0.0,599,False,Joined Mansfield Town on loan until the end of the season on 28/1. - Expected back 01 Jul,2020-01-29T10:30:22.945557Z,39,232977.jpg,0.0,Watts,0.1,False,,n,13,4,0,5834,285,1505,69,0.0,0.0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,156069,0,0,0,0,0,2,0.0,0.5,0,Liam,0.0,610,False,,,40,156069.jpg,0.0,Gibson,0.0,False,,a,13,4,0,1598,25,556,18,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,126407,0,0,0,0,0,3,0.8,1.3,0,Nabil,0.8,612,False,,,50,126407.jpg,1.7,Bentaleb,0.0,False,,a,13,4,5,3436,15,1873,44,0.2,1.0,Bentaleb,270,0,0,1,5,0,0,0,2,0,0,0,36,41.6,56.2,3.0,10.1
100,100,116543,0,0,-1,1,0,3,0.5,1.0,1,Valentino,0.5,614,False,,2020-02-22T18:00:19.527983Z,54,116543.jpg,0.8,Lazaro,0.0,False,,a,13,4,3,1264,8,915,13,0.1,0.6,Lazaro,217,0,0,0,3,0,0,0,0,1,0,0,16,21.6,49.1,8.0,7.9
0,0,84384,0,0,-2,2,0,2,0.0,0.0,0,Timm,0.0,272,False,Knee injury - Unknown return date,2019-08-27T21:30:10.685404Z,43,84384.jpg,0.0,Klose,0.0,False,,i,14,45,0,838,0,5916,2,0.0,0.0,Klose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,198826,0,0,-1,1,0,2,2.0,1.5,2,Ben,2.0,273,False,,2020-01-18T19:30:17.891258Z,44,198826.jpg,1.5,Godfrey,0.1,False,,a,14,45,32,14064,26,23578,14,0.5,7.3,Godfrey,1834,0,0,3,39,0,0,0,2,1,0,0,331,428.0,20.8,92.0,54.3
100,100,232980,0,0,-2,2,1,2,3.8,3.3,2,Maximillian,3.8,274,False,,2019-12-27T23:30:16.214403Z,43,232980.jpg,2.1,Aarons,1.3,False,,a,14,45,58,75148,563,167860,254,0.9,13.5,Aarons,2430,0,2,5,48,0,0,0,6,0,0,3,384,409.0,330.1,210.0,95.0
100,75,192303,0,0,-1,1,0,2,0.5,0.0,0,Christoph,0.5,275,False,,2020-02-21T13:30:22.332031Z,44,192303.jpg,2.3,Zimmermann,0.0,False,,a,14,45,35,4065,6,4081,13,0.1,8.0,Zimmermann,1295,0,1,3,21,0,0,0,2,0,0,1,234,312.2,15.5,62.0,39.1
100,100,194799,0,0,-1,1,1,2,5.0,4.5,2,Jamal,5.0,276,False,,2019-11-18T15:00:15.322949Z,44,194799.jpg,2.2,Lewis,0.3,False,,a,14,45,41,36069,352,38836,122,1.1,9.3,Lewis,1495,1,0,3,33,0,0,0,2,0,0,3,277,315.0,139.9,110.0,56.5
100,100,83428,0,0,0,0,0,2,2.2,1.7,2,Grant,2.2,277,False,,2020-01-11T20:30:19.344676Z,40,83428.jpg,1.5,Hanley,2.7,False,,a,14,45,23,331730,1357,312480,509,0.6,5.8,Hanley,1261,0,0,2,25,1,0,0,4,0,0,1,214,319.0,3.6,76.0,40.0
100,100,57127,0,0,0,0,2,4,2.0,1.5,2,Teemu,2.0,278,False,,2020-03-03T15:00:27.073569Z,65,57127.jpg,4.5,Pukki,12.8,False,,a,14,45,127,3814974,1991,3495705,2743,0.3,19.5,Pukki,2481,11,3,6,47,0,0,0,3,0,0,21,415,537.0,335.0,1129.0,199.5
0,0,179587,0,0,-3,3,0,4,0.0,0.0,0,Dennis,0.0,279,False,Joined SC Paderborn on a permanent deal on 8/1,2020-01-03T15:30:19.113612Z,52,179587.jpg,1.6,Srbeny,0.0,False,,u,14,45,13,4593,1,8020,2,0.0,2.5,Srbeny,41,1,0,0,2,0,0,0,0,0,0,1,50,44.2,3.4,25.0,7.0
100,100,20480,0,0,0,0,2,1,3.8,3.3,2,Tim,3.8,280,False,,2019-10-27T20:00:16.930339Z,45,20480.jpg,3.4,Krul,2.5,False,,a,14,45,91,247874,971,175465,475,0.8,20.2,Krul,2430,0,0,5,45,1,2,0,4,0,95,10,510,776.0,0.0,0.0,77.6
,,18499,0,0,0,0,0,1,0.0,-0.5,0,Michael,0.0,281,False,,,40,18499.jpg,5.5,McGovern,6.2,False,,a,14,45,11,396897,92,298651,839,0.0,2.8,McGovern,158,0,0,0,6,0,1,0,0,0,7,2,46,65.0,0.0,0.0,6.5
100,100,37614,0,0,-3,3,0,3,0.2,-0.3,1,Mario,0.2,282,False,,2020-01-21T14:00:15.440064Z,62,37614.jpg,1.7,Vrancic,0.1,False,,a,14,45,20,4012,12,14288,9,0.0,3.2,Vrancic,377,1,0,0,8,0,0,0,2,0,0,1,89,95.2,93.1,103.0,29.3
100,100,195546,0,0,0,0,1,3,1.5,1.0,2,Emiliano,1.5,283,False,,2020-03-04T23:30:19.132977Z,60,195546.jpg,2.9,Buendía,0.7,False,,a,14,45,80,213095,110,217539,135,0.2,13.3,Buendía,2013,0,7,3,41,0,0,0,4,0,0,10,391,597.2,1049.0,325.0,197.4
0,0,89470,0,0,-2,2,0,3,0.0,0.0,0,Onel,0.0,284,False,Knee injury - Expected back 02 May,2020-02-21T13:30:22.348352Z,53,89470.jpg,1.9,Hernández,0.1,False,,i,14,45,33,5944,0,16913,17,0.0,6.2,Hernández,756,1,1,1,15,0,0,0,0,0,0,0,106,148.6,137.5,262.0,54.6
,,71738,0,0,-4,4,0,3,0.5,0.0,0,Marco,0.5,285,False,,,51,71738.jpg,1.4,Stiepermann,0.1,False,,a,14,45,26,6077,5,11679,6,0.1,5.1,Stiepermann,928,0,0,1,24,0,0,0,4,0,0,0,78,92.2,155.7,255.0,50.4
100,100,78607,0,0,-2,2,0,3,2.2,1.7,2,Kenny,2.2,286,False,,2020-01-24T15:00:18.009033Z,48,78607.jpg,2.2,McLean,0.2,False,,a,14,45,62,12270,18,17242,21,0.5,12.9,McLean,2288,1,1,5,45,0,0,0,4,0,0,0,342,412.4,340.5,223.0,97.4
